id,merge_commitid,file,Loc_details,block_text_1,block_text_2,recur_segment,proportion
39,"['2051462f672b5986ef321bf1de3657e7653864e8', '26017c68ee11d3f2d54ca731119c8dc4ddb842cf']",packages/SettingsLib/src/com/android/settingslib/bluetooth/CachedBluetoothDevice.java,"[(1322, 1368, 47), (1390, 1438, 49)]","    public int getGroupId(){
        return mGroupId;
    }

    public boolean isGroupDevice() {
        return mIsGroupDevice;
    }

    public boolean isPrivateAddr() {
        return mIsIgnore;
    }

    public void setDeviceType(int deviceType) {
        if (deviceType!= mType) {
            // Log.d(TAG, ""setDeviceType deviceType "" + deviceType + "" type "" + mType);
            mType = deviceType;
            if (mType == UNKNOWN || mType == BREDR) {
                mIsGroupDevice = false;
                mGroupId = UNKNOWN;
                mIsIgnore = false;
            } else if (mType == PRIVATE_ADDR) {
                mIsGroupDevice = false;
                mGroupId = UNKNOWN;
                mIsIgnore = true;
            } else if (mType >= GROUPID_START && mType <= GROUPID_END ) {
                mGroupId = mType;
                mIsIgnore = false;
                mIsGroupDevice = true;
            } else {
                Log.e(TAG, ""setDeviceType error type "" + mType);
            }
        }
       /* Log.d(TAG, ""setDeviceType mType "" + mType + "" mIsGroupDevice "" + mIsGroupDevice
                + "" mGroupId "" + mGroupId + "" mIsIgnore "" + mIsIgnore
                + "" name "" + getName() + "" addr "" + getAddress()); */
    }

    public boolean isTypeUnKnown() {
        if (mType == UNKNOWN) {
            return true;
        } else {
            return false;
        }
    }

    public int getmType() {
        return mType;
","    public int getGroupId(){
        return mGroupId;
    }

    public boolean isGroupDevice() {
        return mIsGroupDevice;
    }

    public boolean isPrivateAddr() {
        return mIsIgnore;
    }

    public void setDeviceType(int deviceType) {
        if (deviceType!= mType) {
            // Log.d(TAG, ""setDeviceType deviceType "" + deviceType + "" type "" + mType);
            mType = deviceType;
            if (mType == UNKNOWN || mType == BREDR) {
                mIsGroupDevice = false;
                mGroupId = UNKNOWN;
                mIsIgnore = false;
            } else if (mType == PRIVATE_ADDR) {
                mIsGroupDevice = false;
                mGroupId = UNKNOWN;
                mIsIgnore = true;
            } else if (mType >= GROUPID_START && mType <= GROUPID_END ) {
                mGroupId = mType;
                mIsIgnore = false;
                mIsGroupDevice = true;
            } else {
                Log.e(TAG, ""setDeviceType error type "" + mType);
            }
        }
       /* Log.d(TAG, ""setDeviceType mType "" + mType + "" mIsGroupDevice "" + mIsGroupDevice
                + "" mGroupId "" + mGroupId + "" mIsIgnore "" + mIsIgnore
                + "" name "" + getName() + "" addr "" + getAddress()); */
    }

    public boolean isTypeUnKnown() {
        if (mType == UNKNOWN) {
            return true;
        } else {
            return false;
        }
    }

    public int getmType() {
        return mType;
    }

","    public int getGroupId(){
        return mGroupId;
    }

    public boolean isGroupDevice() {
        return mIsGroupDevice;
    }

    public boolean isPrivateAddr() {
        return mIsIgnore;
    }

    public void setDeviceType(int deviceType) {
        if (deviceType!= mType) {
            // Log.d(TAG, ""setDeviceType deviceType "" + deviceType + "" type "" + mType);
            mType = deviceType;
            if (mType == UNKNOWN || mType == BREDR) {
                mIsGroupDevice = false;
                mGroupId = UNKNOWN;
                mIsIgnore = false;
            } else if (mType == PRIVATE_ADDR) {
                mIsGroupDevice = false;
                mGroupId = UNKNOWN;
                mIsIgnore = true;
            } else if (mType >= GROUPID_START && mType <= GROUPID_END ) {
                mGroupId = mType;
                mIsIgnore = false;
                mIsGroupDevice = true;
            } else {
                Log.e(TAG, ""setDeviceType error type "" + mType);
            }
        }
       /* Log.d(TAG, ""setDeviceType mType "" + mType + "" mIsGroupDevice "" + mIsGroupDevice
                + "" mGroupId "" + mGroupId + "" mIsIgnore "" + mIsIgnore
                + "" name "" + getName() + "" addr "" + getAddress()); */
    }

    public boolean isTypeUnKnown() {
        if (mType == UNKNOWN) {
            return true;
        } else {
            return false;
        }
    }

    public int getmType() {
        return mType;
","[1.0, 0.995]"
40,"['2051462f672b5986ef321bf1de3657e7653864e8', '26017c68ee11d3f2d54ca731119c8dc4ddb842cf']",telephony/java/android/telephony/CarrierConfigManager.java,"[(5599, 5619, 21), (5979, 5998, 20)]","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
        sDefaults.putStringArray(KEY_MULTI_APN_ARRAY_FOR_SAME_GID, new String[] {
                ""52FF:mms,supl,hipri,default,fota:SA:nrphone"",
                ""52FF:mms,supl,hipri,default,fota:NSA:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:LTE:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:TD_SCDMA:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:UMTS:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:GSM:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:HDR:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:1xRTT:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:SA:enhancedphone"",
                ""53FF:mms,supl,hipri,default,fota:NSA:enhancedphone"",
                ""53FF:mms,supl,hipri,default,fota:LTE:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:TD_SCDMA:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:UMTS:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:GSM:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:HDR:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:1xRTT:nxtgenphone"",
        });
        sDefaults.putBoolean(KEY_REQUIRE_APN_FILTERING_WITH_RADIO_CAPABILITY, false);
        sDefaults.putBoolean(KEY_USE_SMS_CALLBACK_MODE_BOOL, false);
","        sDefaults.putStringArray(KEY_MULTI_APN_ARRAY_FOR_SAME_GID, new String[] {
                ""52FF:mms,supl,hipri,default,fota:SA:nrphone"",
                ""52FF:mms,supl,hipri,default,fota:NSA:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:LTE:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:TD_SCDMA:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:UMTS:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:GSM:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:HDR:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:1xRTT:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:SA:enhancedphone"",
                ""53FF:mms,supl,hipri,default,fota:NSA:enhancedphone"",
                ""53FF:mms,supl,hipri,default,fota:LTE:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:TD_SCDMA:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:UMTS:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:GSM:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:HDR:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:1xRTT:nxtgenphone"",
        });
        sDefaults.putBoolean(KEY_REQUIRE_APN_FILTERING_WITH_RADIO_CAPABILITY, false);
        sDefaults.putBoolean(KEY_USE_SMS_CALLBACK_MODE_BOOL, false);
","        sDefaults.putStringArray(KEY_MULTI_APN_ARRAY_FOR_SAME_GID, new String[] {
                ""52FF:mms,supl,hipri,default,fota:SA:nrphone"",
                ""52FF:mms,supl,hipri,default,fota:NSA:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:LTE:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:TD_SCDMA:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:UMTS:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:GSM:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:HDR:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:1xRTT:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:SA:enhancedphone"",
                ""53FF:mms,supl,hipri,default,fota:NSA:enhancedphone"",
                ""53FF:mms,supl,hipri,default,fota:LTE:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:TD_SCDMA:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:UMTS:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:GSM:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:HDR:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:1xRTT:nxtgenphone"",
        });
        sDefaults.putBoolean(KEY_REQUIRE_APN_FILTERING_WITH_RADIO_CAPABILITY, false);
        sDefaults.putBoolean(KEY_USE_SMS_CALLBACK_MODE_BOOL, false);
","[0.943, 1.0]"
41,"['2051462f672b5986ef321bf1de3657e7653864e8', '3933f277a025be704e68ea593536e492831a7e05']",core/java/android/app/ActivityManagerInternal.java,"[(574, 575, 2), (479, 480, 2)]","    // Starts a process as empty.
    public abstract int startActivityAsUserEmpty(Bundle options);
","    // Starts a process as empty.
    public abstract int startActivityAsUserEmpty(Bundle options);
","    // Starts a process as empty.
    public abstract int startActivityAsUserEmpty(Bundle options);
","[1.0, 1.0]"
42,"['2051462f672b5986ef321bf1de3657e7653864e8', '3e8cb98421761bb7dfafe59a22a15fe2e176f272']",telephony/java/android/telephony/CarrierConfigManager.java,"[(5599, 5619, 21), (5765, 5785, 21)]","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
        sDefaults.putStringArray(KEY_MULTI_APN_ARRAY_FOR_SAME_GID, new String[] {
                ""52FF:mms,supl,hipri,default,fota:SA:nrphone"",
                ""52FF:mms,supl,hipri,default,fota:NSA:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:LTE:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:TD_SCDMA:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:UMTS:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:GSM:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:HDR:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:1xRTT:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:SA:enhancedphone"",
                ""53FF:mms,supl,hipri,default,fota:NSA:enhancedphone"",
                ""53FF:mms,supl,hipri,default,fota:LTE:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:TD_SCDMA:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:UMTS:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:GSM:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:HDR:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:1xRTT:nxtgenphone"",
        });
        sDefaults.putBoolean(KEY_REQUIRE_APN_FILTERING_WITH_RADIO_CAPABILITY, false);
        sDefaults.putBoolean(KEY_USE_SMS_CALLBACK_MODE_BOOL, false);
","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
        sDefaults.putStringArray(KEY_MULTI_APN_ARRAY_FOR_SAME_GID, new String[] {
                ""52FF:mms,supl,hipri,default,fota:SA:nrphone"",
                ""52FF:mms,supl,hipri,default,fota:NSA:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:LTE:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:TD_SCDMA:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:UMTS:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:GSM:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:HDR:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:1xRTT:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:SA:enhancedphone"",
                ""53FF:mms,supl,hipri,default,fota:NSA:enhancedphone"",
                ""53FF:mms,supl,hipri,default,fota:LTE:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:TD_SCDMA:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:UMTS:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:GSM:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:HDR:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:1xRTT:nxtgenphone"",
        });
        sDefaults.putBoolean(KEY_REQUIRE_APN_FILTERING_WITH_RADIO_CAPABILITY, false);
        sDefaults.putBoolean(KEY_USE_SMS_CALLBACK_MODE_BOOL, false);
","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
        sDefaults.putStringArray(KEY_MULTI_APN_ARRAY_FOR_SAME_GID, new String[] {
                ""52FF:mms,supl,hipri,default,fota:SA:nrphone"",
                ""52FF:mms,supl,hipri,default,fota:NSA:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:LTE:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:TD_SCDMA:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:UMTS:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:GSM:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:HDR:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:1xRTT:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:SA:enhancedphone"",
                ""53FF:mms,supl,hipri,default,fota:NSA:enhancedphone"",
                ""53FF:mms,supl,hipri,default,fota:LTE:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:TD_SCDMA:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:UMTS:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:GSM:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:HDR:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:1xRTT:nxtgenphone"",
        });
        sDefaults.putBoolean(KEY_REQUIRE_APN_FILTERING_WITH_RADIO_CAPABILITY, false);
        sDefaults.putBoolean(KEY_USE_SMS_CALLBACK_MODE_BOOL, false);
","[1.0, 1.0]"
43,"['2051462f672b5986ef321bf1de3657e7653864e8', '9272406e82304c5a2a8124c75eedb4b5fdf7273a']",core/java/android/app/ActivityManagerInternal.java,"[(574, 575, 2), (444, 445, 2)]","    // Starts a process as empty.
    public abstract int startActivityAsUserEmpty(Bundle options);
","    // Starts a process as empty.
    public abstract int startActivityAsUserEmpty(Bundle options);
","    // Starts a process as empty.
    public abstract int startActivityAsUserEmpty(Bundle options);
","[1.0, 1.0]"
44,"['2051462f672b5986ef321bf1de3657e7653864e8', 'e85435d4d9a2f7122bd5c97ad0a25c768d124a0e']",core/java/android/app/ActivityManagerInternal.java,"[(574, 575, 2), (490, 491, 2)]","    // Starts a process as empty.
    public abstract int startActivityAsUserEmpty(Bundle options);
","    // Starts a process as empty.
    public abstract int startActivityAsUserEmpty(Bundle options);
","    // Starts a process as empty.
    public abstract int startActivityAsUserEmpty(Bundle options);
","[1.0, 1.0]"
45,"['219787565ff982848d596fa8743cd132af113e6b', '26017c68ee11d3f2d54ca731119c8dc4ddb842cf']",packages/SystemUI/src/com/android/systemui/statusbar/phone/NotificationPanelViewController.java,"[(610, 611, 2), (718, 719, 2)]","            @Main Executor uiExecutor,
            EmergencyButtonController.Factory emergencyButtonControllerFactory) {
","            FeatureFlags featureFlags,
            EmergencyButtonController.Factory emergencyButtonControllerFactory) {
",",
            EmergencyButtonController.Factory emergencyButtonControllerFactory) {
","[0.694, 0.694]"
46,"['219787565ff982848d596fa8743cd132af113e6b', '71c831703ae59baf47e0afe611fecd714c481cdf']",packages/SystemUI/src/com/android/systemui/statusbar/phone/NotificationPanelViewController.java,"[(610, 611, 2), (613, 614, 2)]","            @Main Executor uiExecutor,
            EmergencyButtonController.Factory emergencyButtonControllerFactory) {
","            @Main Executor uiExecutor,
            EmergencyButtonController.Factory emergencyButtonControllerFactory) {
","            @Main Executor uiExecutor,
            EmergencyButtonController.Factory emergencyButtonControllerFactory) {
","[1.0, 1.0]"
47,"['219787565ff982848d596fa8743cd132af113e6b', '9d10272031d3f400d399db45927abf3be739b074']",packages/SystemUI/src/com/android/systemui/statusbar/phone/NotificationPanelViewController.java,"[(610, 611, 2), (725, 726, 2)]","            @Main Executor uiExecutor,
            EmergencyButtonController.Factory emergencyButtonControllerFactory) {
","            EmergencyButtonController.Factory emergencyButtonControllerFactory,
            NotificationRemoteInputManager remoteInputManager) {
",            EmergencyButtonController.Factory emergencyButtonControllerFactory,"[0.645, 0.538]"
48,"['21cdef883cc867db55340b25d5c95e19b12ab383', '26017c68ee11d3f2d54ca731119c8dc4ddb842cf']",telephony/java/android/telephony/CarrierConfigManager.java,"[(5475, 5495, 21), (5979, 5998, 20)]","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
        sDefaults.putStringArray(KEY_MULTI_APN_ARRAY_FOR_SAME_GID, new String[] {
                ""52FF:mms,supl,hipri,default,fota:SA:nrphone"",
                ""52FF:mms,supl,hipri,default,fota:NSA:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:LTE:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:TD_SCDMA:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:UMTS:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:GSM:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:HDR:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:1xRTT:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:SA:enhancedphone"",
                ""53FF:mms,supl,hipri,default,fota:NSA:enhancedphone"",
                ""53FF:mms,supl,hipri,default,fota:LTE:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:TD_SCDMA:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:UMTS:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:GSM:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:HDR:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:1xRTT:nxtgenphone"",
        });
        sDefaults.putBoolean(KEY_REQUIRE_APN_FILTERING_WITH_RADIO_CAPABILITY, false);
        sDefaults.putBoolean(KEY_USE_SMS_CALLBACK_MODE_BOOL, false);
","        sDefaults.putStringArray(KEY_MULTI_APN_ARRAY_FOR_SAME_GID, new String[] {
                ""52FF:mms,supl,hipri,default,fota:SA:nrphone"",
                ""52FF:mms,supl,hipri,default,fota:NSA:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:LTE:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:TD_SCDMA:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:UMTS:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:GSM:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:HDR:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:1xRTT:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:SA:enhancedphone"",
                ""53FF:mms,supl,hipri,default,fota:NSA:enhancedphone"",
                ""53FF:mms,supl,hipri,default,fota:LTE:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:TD_SCDMA:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:UMTS:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:GSM:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:HDR:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:1xRTT:nxtgenphone"",
        });
        sDefaults.putBoolean(KEY_REQUIRE_APN_FILTERING_WITH_RADIO_CAPABILITY, false);
        sDefaults.putBoolean(KEY_USE_SMS_CALLBACK_MODE_BOOL, false);
","        sDefaults.putStringArray(KEY_MULTI_APN_ARRAY_FOR_SAME_GID, new String[] {
                ""52FF:mms,supl,hipri,default,fota:SA:nrphone"",
                ""52FF:mms,supl,hipri,default,fota:NSA:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:LTE:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:TD_SCDMA:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:UMTS:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:GSM:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:HDR:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:1xRTT:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:SA:enhancedphone"",
                ""53FF:mms,supl,hipri,default,fota:NSA:enhancedphone"",
                ""53FF:mms,supl,hipri,default,fota:LTE:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:TD_SCDMA:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:UMTS:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:GSM:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:HDR:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:1xRTT:nxtgenphone"",
        });
        sDefaults.putBoolean(KEY_REQUIRE_APN_FILTERING_WITH_RADIO_CAPABILITY, false);
        sDefaults.putBoolean(KEY_USE_SMS_CALLBACK_MODE_BOOL, false);
","[0.943, 1.0]"
49,"['21cdef883cc867db55340b25d5c95e19b12ab383', '27e7f8c2aa4ce0a2f59b3bf1969b06bfd1e9ebca']",packages/SystemUI/src/com/android/keyguard/KeyguardSecurityModel.java,"[(26, 27, 2), (27, 27, 1)]","import com.android.systemui.Dependency;
import com.android.systemui.keyguard.KeyguardViewMediator;
","import com.android.systemui.keyguard.KeyguardViewMediator;
","import com.android.systemui.keyguard.KeyguardViewMediator;
","[0.596, 1.0]"
50,"['21cdef883cc867db55340b25d5c95e19b12ab383', '3e8cb98421761bb7dfafe59a22a15fe2e176f272']",telephony/java/android/telephony/CarrierConfigManager.java,"[(5475, 5495, 21), (5765, 5785, 21)]","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
        sDefaults.putStringArray(KEY_MULTI_APN_ARRAY_FOR_SAME_GID, new String[] {
                ""52FF:mms,supl,hipri,default,fota:SA:nrphone"",
                ""52FF:mms,supl,hipri,default,fota:NSA:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:LTE:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:TD_SCDMA:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:UMTS:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:GSM:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:HDR:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:1xRTT:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:SA:enhancedphone"",
                ""53FF:mms,supl,hipri,default,fota:NSA:enhancedphone"",
                ""53FF:mms,supl,hipri,default,fota:LTE:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:TD_SCDMA:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:UMTS:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:GSM:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:HDR:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:1xRTT:nxtgenphone"",
        });
        sDefaults.putBoolean(KEY_REQUIRE_APN_FILTERING_WITH_RADIO_CAPABILITY, false);
        sDefaults.putBoolean(KEY_USE_SMS_CALLBACK_MODE_BOOL, false);
","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
        sDefaults.putStringArray(KEY_MULTI_APN_ARRAY_FOR_SAME_GID, new String[] {
                ""52FF:mms,supl,hipri,default,fota:SA:nrphone"",
                ""52FF:mms,supl,hipri,default,fota:NSA:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:LTE:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:TD_SCDMA:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:UMTS:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:GSM:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:HDR:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:1xRTT:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:SA:enhancedphone"",
                ""53FF:mms,supl,hipri,default,fota:NSA:enhancedphone"",
                ""53FF:mms,supl,hipri,default,fota:LTE:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:TD_SCDMA:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:UMTS:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:GSM:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:HDR:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:1xRTT:nxtgenphone"",
        });
        sDefaults.putBoolean(KEY_REQUIRE_APN_FILTERING_WITH_RADIO_CAPABILITY, false);
        sDefaults.putBoolean(KEY_USE_SMS_CALLBACK_MODE_BOOL, false);
","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
        sDefaults.putStringArray(KEY_MULTI_APN_ARRAY_FOR_SAME_GID, new String[] {
                ""52FF:mms,supl,hipri,default,fota:SA:nrphone"",
                ""52FF:mms,supl,hipri,default,fota:NSA:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:LTE:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:TD_SCDMA:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:UMTS:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:GSM:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:HDR:nxtgenphone"",
                ""52FF:mms,supl,hipri,default,fota:1xRTT:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:SA:enhancedphone"",
                ""53FF:mms,supl,hipri,default,fota:NSA:enhancedphone"",
                ""53FF:mms,supl,hipri,default,fota:LTE:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:TD_SCDMA:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:UMTS:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:GSM:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:HDR:nxtgenphone"",
                ""53FF:mms,supl,hipri,default,fota:1xRTT:nxtgenphone"",
        });
        sDefaults.putBoolean(KEY_REQUIRE_APN_FILTERING_WITH_RADIO_CAPABILITY, false);
        sDefaults.putBoolean(KEY_USE_SMS_CALLBACK_MODE_BOOL, false);
","[1.0, 1.0]"
51,"['21cdef883cc867db55340b25d5c95e19b12ab383', '81abbc1d7858f29d3344ff6f1702ece80eab8341']",services/core/java/com/android/server/Watchdog.java,"[(747, 747, 1), (747, 747, 1)]","                                    subject, report.toString(), finalStack, null);
","                                    subject, report.toString(), finalStack, null, null, null);
","                                    subject, report.toString(), finalStack, null","[0.964, 0.842]"
52,"['24818fca475a6726f5ef0cae42149615079af6e9', '337095f9d277c566cb888bc3adbac16576f1ae70']",core/java/android/content/res/CompatibilityInfo.java,"[(264, 265, 2), (254, 255, 2)]","            int density = appInfo.getOverrideDensity();
            if ((appInfo.flags & ApplicationInfo.FLAG_SUPPORTS_SCREEN_DENSITIES) == 0) {
","            int density = appInfo.getOverrideDensity();
            if ((appInfo.flags & ApplicationInfo.FLAG_SUPPORTS_SCREEN_DENSITIES) == 0) {
","            int density = appInfo.getOverrideDensity();
            if ((appInfo.flags & ApplicationInfo.FLAG_SUPPORTS_SCREEN_DENSITIES) == 0) {
","[1.0, 1.0]"
